IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
38.180.18.247,8443,true,AMS,BE,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,219 ms,2997 kB/s
89.22.232.118,8443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,277 ms,2992 kB/s
188.165.54.172,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,204 ms,2990 kB/s
89.110.124.97,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,2981 kB/s
109.206.236.109,446,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,207 ms,2974 kB/s
49.238.237.59,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,2967 kB/s
94.177.8.10,443,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,269 ms,2963 kB/s
49.238.237.33,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,205 ms,2961 kB/s
45.144.48.49,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,289 ms,2956 kB/s
172.66.131.18,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,2954 kB/s
94.177.8.54,444,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,269 ms,2947 kB/s
178.130.43.85,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,2946 kB/s
172.66.131.13,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,2946 kB/s
37.46.19.79,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,258 ms,2945 kB/s
185.203.240.129,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,234 ms,2944 kB/s
162.19.66.30,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,186 ms,2943 kB/s
212.118.40.20,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,2939 kB/s
213.21.241.21,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,2939 kB/s
91.84.106.209,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,2939 kB/s
193.124.188.231,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,173 ms,2934 kB/s
162.19.243.52,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,2924 kB/s
172.66.132.42,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,2924 kB/s
84.32.44.80,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,201 ms,2920 kB/s
104.167.196.124,2053,true,MIA,US,North America,Miami,北美洲,美国,迈阿密,🇺🇸,259 ms,2917 kB/s
5.101.180.125,2053,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,247 ms,2909 kB/s
185.106.94.31,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,2890 kB/s
49.238.237.12,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,2877 kB/s
65.109.191.244,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,187 ms,2875 kB/s
194.113.37.242,2053,true,MCI,US,North America,Kansas City,北美洲,美国,堪萨斯城,🇺🇸,229 ms,2873 kB/s
172.66.132.12,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,2872 kB/s
172.66.130.149,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,2865 kB/s
81.31.244.79,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,260 ms,2863 kB/s
212.34.146.68,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,2851 kB/s
109.120.179.49,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,2847 kB/s
77.238.253.183,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,246 ms,2844 kB/s
141.94.220.57,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,198 ms,2841 kB/s
206.237.26.89,5678,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,55 ms,2834 kB/s
94.130.177.142,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,2829 kB/s
45.136.198.114,2053,true,FRA,BG,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,207 ms,2827 kB/s
185.207.133.240,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,2827 kB/s
217.144.190.129,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,2822 kB/s
172.66.132.93,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,196 ms,2821 kB/s
62.60.216.113,8433,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,2800 kB/s
46.30.46.103,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,220 ms,2794 kB/s
168.119.63.191,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,2793 kB/s
150.241.105.32,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,278 ms,2790 kB/s
84.247.166.22,443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,249 ms,2788 kB/s
88.218.78.162,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,239 ms,2787 kB/s
65.109.201.6,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,195 ms,2786 kB/s
46.226.162.84,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,297 ms,2784 kB/s
91.107.128.233,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,2781 kB/s
89.110.110.9,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,259 ms,2776 kB/s
158.180.49.11,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,2770 kB/s
83.147.216.221,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,711 ms,2770 kB/s
49.238.237.111,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,2759 kB/s
172.66.131.195,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,2757 kB/s
49.238.237.92,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,2748 kB/s
5.255.116.61,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,182 ms,2747 kB/s
31.15.18.56,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,229 ms,2730 kB/s
109.248.162.61,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,231 ms,2724 kB/s
49.13.171.76,8444,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,2724 kB/s
172.66.131.229,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,2708 kB/s
89.110.82.19,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,2705 kB/s
212.34.150.194,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,253 ms,2704 kB/s
62.60.149.154,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,273 ms,2702 kB/s
85.192.49.71,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,271 ms,2701 kB/s
164.92.157.131,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,2699 kB/s
64.188.97.78,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,2698 kB/s
57.129.63.37,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,2698 kB/s
51.75.70.31,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,2693 kB/s
89.110.122.18,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,2686 kB/s
213.183.51.29,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,203 ms,2682 kB/s
172.66.132.118,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,2671 kB/s
2.56.213.131,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,230 ms,2670 kB/s
150.241.108.29,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,2669 kB/s
141.11.45.152,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,2667 kB/s
5.35.70.24,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,259 ms,2659 kB/s
185.237.185.110,2053,true,VNO,LT,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,216 ms,2657 kB/s
62.60.148.208,443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,2653 kB/s
141.94.221.189,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,174 ms,2651 kB/s
172.66.129.86,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,2639 kB/s
172.66.132.93,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,201 ms,2638 kB/s
138.68.127.50,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,2638 kB/s
176.97.70.51,2053,true,NRT,JP,Asia Pacific,Tokyo,亚洲,日本,东京,🇯🇵,286 ms,2638 kB/s
62.84.98.210,443,true,LHR,NL,Europe,London,欧洲,英国,伦敦,🇬🇧,249 ms,2635 kB/s
46.30.47.209,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,226 ms,2630 kB/s
89.169.34.61,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,333 ms,2626 kB/s
172.66.132.52,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,2625 kB/s
45.145.43.205,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,2623 kB/s
167.88.160.144,8443,true,DFW,US,North America,Dallas,北美洲,美国,达拉斯,🇺🇸,231 ms,2622 kB/s
209.141.61.191,443,true,LAS,US,North America,Las Vegas,北美洲,美国,拉斯维加斯,🇺🇸,192 ms,2621 kB/s
94.177.8.43,131,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,254 ms,2603 kB/s
212.34.141.125,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,2603 kB/s
141.94.220.64,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,195 ms,2599 kB/s
94.177.8.122,2053,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,252 ms,2597 kB/s
45.154.98.100,1010,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,221 ms,2593 kB/s
51.91.102.163,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,2590 kB/s
172.66.132.107,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,2585 kB/s
172.66.132.92,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,2584 kB/s
141.94.205.202,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,182 ms,2583 kB/s
91.211.249.112,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,263 ms,2582 kB/s
172.66.130.253,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,2569 kB/s
62.113.200.221,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,238 ms,2566 kB/s
46.8.229.222,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,187 ms,2559 kB/s
46.226.167.112,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,294 ms,2557 kB/s
185.193.31.234,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,2554 kB/s
45.12.69.152,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,229 ms,2552 kB/s
94.131.114.54,2053,true,TLV,IL,Middle East,Tel Aviv,中东,以色列,特拉维夫,🇮🇱,243 ms,2550 kB/s
188.166.43.205,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,317 ms,2549 kB/s
144.126.132.39,8443,true,ORD,US,North America,Chicago,北美洲,美国,芝加哥,🇺🇸,267 ms,2548 kB/s
172.66.129.130,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,196 ms,2548 kB/s
194.246.81.62,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,2545 kB/s
5.187.0.176,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,2537 kB/s
84.54.44.58,2053,true,DME,RU,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,216 ms,2536 kB/s
37.1.194.153,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,293 ms,2528 kB/s
141.94.220.157,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,182 ms,2519 kB/s
212.34.128.155,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,2518 kB/s
192.99.252.243,2053,true,YYZ,CA,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,258 ms,2517 kB/s
193.33.194.42,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,298 ms,2512 kB/s
212.34.137.231,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,2511 kB/s
185.207.133.252,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,2510 kB/s
104.234.50.221,443,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,262 ms,2501 kB/s
45.90.13.61,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,300 ms,2500 kB/s
141.94.204.212,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,181 ms,2497 kB/s
147.45.196.240,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,259 ms,2495 kB/s
212.34.151.109,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,2478 kB/s
172.66.131.191,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,2475 kB/s
217.144.190.230,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,2469 kB/s
109.107.172.27,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,246 ms,2463 kB/s
185.245.105.88,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,309 ms,2460 kB/s
152.53.12.231,5003,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,218 ms,2456 kB/s
95.215.8.63,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,276 ms,2454 kB/s
89.110.125.232,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,2450 kB/s
172.66.132.11,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,2449 kB/s
147.45.77.151,8443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,234 ms,2445 kB/s
176.124.203.63,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,2445 kB/s
79.137.199.231,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,2445 kB/s
77.73.131.168,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,294 ms,2436 kB/s
77.238.235.154,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,249 ms,2433 kB/s
89.110.120.140,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,2426 kB/s
109.120.179.219,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,2421 kB/s
31.210.170.132,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,258 ms,2416 kB/s
194.87.245.135,8443,true,DUB,IE,Europe,Dublin,欧洲,爱尔兰,都柏林,🇮🇪,297 ms,2415 kB/s
91.219.237.49,443,true,BUD,HU,Europe,Budapest,欧洲,匈牙利,布达佩斯,🇭🇺,194 ms,2414 kB/s
89.22.227.234,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,317 ms,2412 kB/s
194.246.82.9,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,2410 kB/s
104.238.180.202,21230,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,179 ms,2401 kB/s
194.53.54.84,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,209 ms,2398 kB/s
51.195.40.121,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,2398 kB/s
103.249.133.159,443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,250 ms,2391 kB/s
38.180.143.51,2053,true,FRA,AT,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,2387 kB/s
185.141.61.113,443,true,SOF,BG,Europe,Sofia,欧洲,保加利亚,索非亚,🇧🇬,249 ms,2386 kB/s
93.183.126.165,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,295 ms,2373 kB/s
45.154.98.230,4001,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,226 ms,2369 kB/s
46.8.229.218,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,226 ms,2367 kB/s
89.110.118.72,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,291 ms,2366 kB/s
45.154.98.100,5004,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,2363 kB/s
5.187.0.73,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,2361 kB/s
165.232.129.138,443,true,SJC,US,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,2350 kB/s
213.183.59.144,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,219 ms,2348 kB/s
91.84.101.192,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,252 ms,2348 kB/s
85.192.28.150,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,240 ms,2346 kB/s
5.34.214.11,8445,true,ARN,LV,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,285 ms,2339 kB/s
188.245.46.127,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,2335 kB/s
103.35.190.104,8443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,248 ms,2335 kB/s
212.111.81.57,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,2333 kB/s
188.253.25.201,10022,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,221 ms,2333 kB/s
89.105.223.93,8443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,259 ms,2333 kB/s
172.233.195.154,80,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,249 ms,2331 kB/s
46.8.233.177,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,208 ms,2330 kB/s
51.195.45.137,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,2328 kB/s
45.14.165.234,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,202 ms,2321 kB/s
195.200.19.246,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,2317 kB/s
49.238.239.18,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,182 ms,2317 kB/s
94.177.8.50,443,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,276 ms,2316 kB/s
104.234.50.12,8443,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,277 ms,2307 kB/s
212.34.155.252,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,294 ms,2302 kB/s
172.66.129.95,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,2296 kB/s
185.216.177.197,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,2295 kB/s
49.238.237.57,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,2286 kB/s
45.14.244.233,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,225 ms,2282 kB/s
38.180.132.68,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,182 ms,2281 kB/s
57.129.5.82,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,2275 kB/s
91.149.219.230,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,205 ms,2272 kB/s
89.185.85.105,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,273 ms,2271 kB/s
195.200.19.132,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,252 ms,2267 kB/s
172.66.129.204,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,165 ms,2265 kB/s
89.110.69.165,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,2254 kB/s
5.35.70.24,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,253 ms,2254 kB/s
51.195.107.5,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,161 ms,2247 kB/s
51.75.68.232,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,2241 kB/s
146.59.232.246,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,181 ms,2235 kB/s
5.182.86.227,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,2234 kB/s
147.45.74.28,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,306 ms,2233 kB/s
148.113.200.194,8443,true,YYZ,CA,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,290 ms,2223 kB/s
213.21.241.127,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,2221 kB/s
31.15.16.212,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,238 ms,2216 kB/s
89.208.107.154,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,258 ms,2213 kB/s
141.193.213.21,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,190 ms,2204 kB/s
57.129.63.155,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,2201 kB/s
91.84.99.166,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,2194 kB/s
45.63.100.255,8443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,262 ms,2193 kB/s
212.118.39.50,2053,true,DME,NL,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,290 ms,2186 kB/s
94.177.8.5,444,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,270 ms,2177 kB/s
91.192.102.170,2053,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,263 ms,2175 kB/s
185.121.233.87,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,2173 kB/s
31.128.37.116,2053,true,ARN,RU,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,234 ms,2171 kB/s
5.182.86.12,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,299 ms,2162 kB/s
172.66.131.225,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,2158 kB/s
5.75.165.246,8083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,2155 kB/s
